Loan_ID,Gender,Married,Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LN07881,Male,No,1,6176,2588,305,180,0.0,Urban,N
LN07882,Female,Yes,0,18078,14404,309,240,1.0,Rural,Y
LN07883,Female,No,1,23706,5333,185,360,0.0,Semiurban,Y
LN07884,Female,No,3+,7675,7220,534,360,0.0,Rural,N
LN07885,Female,Yes,3+,8495,5837,581,120,0.0,Urban,N
LN07886,Female,Yes,3+,3887,2604,236,120,0.0,Rural,Y
LN07887,Male,No,3+,6645,6483,334,240,0.0,Rural,N
LN07888,Male,No,0,19837,1228,538,240,1.0,Rural,Y
LN07889,Male,No,3+,3822,3049,58,120,0.0,Urban,N
LN07890,Male,No,3+,7166,1443,354,360,0.0,Rural,Y
LN07891,Female,Yes,3+,3035,5313,305,360,1.0,Semiurban,Y
LN07892,Male,Yes,1,18694,3319,431,240,1.0,Semiurban,Y
LN07893,Female,Yes,1,7266,11171,358,120,1.0,Semiurban,N
LN07894,Male,Yes,1,1674,6779,128,120,0.0,Urban,N
LN07895,Male,Yes,0,7931,14748,312,360,0.0,Semiurban,Y
LN07896,Male,No,2,22941,6420,436,180,1.0,Semiurban,Y
LN07897,Female,Yes,0,7736,8931,537,180,1.0,Semiurban,Y
LN07898,Female,Yes,0,20732,14803,385,180,1.0,Urban,Y
LN07899,Male,No,1,7080,5350,302,120,1.0,Rural,Y
LN07900,Female,No,2,5216,12678,75,120,0.0,Rural,N
LN07901,Female,Yes,3+,7389,9093,116,180,1.0,Semiurban,Y
LN07902,Female,No,2,20360,6627,204,360,0.0,Semiurban,N
LN07903,Female,Yes,0,8277,9292,489,360,1.0,Urban,Y
LN07904,Female,Yes,0,6319,14295,208,360,0.0,Urban,N
LN07905,Male,No,0,18261,9160,259,120,1.0,Urban,N
LN07906,Male,Yes,3+,19274,7590,432,180,0.0,Urban,N
LN07907,Female,No,1,20488,9137,212,240,0.0,Urban,N
LN07908,Female,Yes,0,6394,2805,438,180,0.0,Semiurban,N
LN07909,Male,Yes,3+,8216,13697,524,360,1.0,Urban,N
LN07910,Female,Yes,0,17182,6115,498,120,0.0,Rural,Y
LN07911,Male,No,0,16160,5929,207,120,0.0,Semiurban,Y
LN07912,Male,No,0,18527,4251,527,120,1.0,Semiurban,Y
LN07913,Female,Yes,0,10818,10838,202,180,0.0,Rural,N
LN07914,Male,No,3+,3563,9264,356,120,1.0,Urban,N
LN07915,Male,No,0,3885,3254,166,180,0.0,Urban,N
LN07916,Female,No,3+,7707,5386,299,120,1.0,Urban,Y
LN07917,Female,Yes,1,21644,11527,576,180,0.0,Rural,N
LN07918,Male,Yes,2,9972,14204,685,120,1.0,Rural,N
LN07919,Female,Yes,1,12470,3240,357,360,1.0,Urban,N
LN07920,Male,Yes,2,9497,11818,224,180,0.0,Urban,Y
LN07921,Female,Yes,0,7728,10855,670,240,1.0,Urban,N
LN07922,Male,Yes,0,15096,6444,461,120,0.0,Urban,N
LN07923,Female,No,1,20076,7378,113,180,1.0,Rural,Y
LN07924,Male,Yes,0,3197,4927,116,240,0.0,Urban,N
LN07925,Female,Yes,3+,6707,12032,697,180,1.0,Urban,Y
LN07926,Male,No,1,19535,142,635,180,1.0,Semiurban,N
LN07927,Male,No,3+,7196,4751,64,360,0.0,Urban,Y
LN07928,Female,No,0,24272,8778,381,180,0.0,Urban,N
LN07929,Male,No,2,9357,3892,642,240,0.0,Semiurban,N
LN07930,Male,No,2,17015,12564,684,180,0.0,Rural,N
LN07931,Female,No,3+,19764,10707,473,240,1.0,Rural,N
LN07932,Female,No,0,21176,5593,101,180,0.0,Rural,N
LN07933,Male,No,1,12133,4676,491,180,1.0,Rural,Y
LN07934,Male,No,1,21258,5481,344,180,1.0,Rural,N
LN07935,Female,No,0,2093,13970,134,180,0.0,Rural,Y
LN07936,Female,No,1,6042,1697,466,180,1.0,Semiurban,N
LN07937,Male,No,3+,2257,8249,630,180,0.0,Urban,N
LN07938,Female,Yes,3+,4795,3953,548,360,0.0,Rural,N
LN07939,Female,Yes,0,17668,10465,317,360,1.0,Urban,N
LN07940,Female,No,2,21435,2423,398,180,1.0,Rural,Y
LN07941,Male,Yes,3+,5217,534,341,180,1.0,Urban,N
LN07942,Male,No,0,20069,8653,305,360,0.0,Urban,Y
LN07943,Female,No,0,8637,12525,524,180,0.0,Rural,Y
LN07944,Female,Yes,3+,6574,9006,167,360,0.0,Urban,N
LN07945,Female,No,1,17539,3770,610,240,0.0,Urban,N
LN07946,Male,Yes,0,5899,10523,602,120,0.0,Rural,N
LN07947,Male,No,0,15670,7553,349,240,0.0,Urban,Y
LN07948,Female,Yes,2,5656,7504,629,360,0.0,Rural,N
LN07949,Male,Yes,0,10211,9770,194,180,1.0,Rural,N
LN07950,Female,Yes,3+,16573,14821,383,360,0.0,Rural,N
LN07951,Male,No,3+,12607,14244,325,120,1.0,Rural,N
LN07952,Female,No,1,2516,3679,486,240,1.0,Urban,N
LN07953,Female,No,3+,4564,8459,644,120,1.0,Semiurban,Y
LN07954,Male,No,3+,10958,5180,568,240,1.0,Urban,N
LN07955,Female,No,0,15198,3636,486,180,0.0,Urban,N
LN07956,Female,Yes,2,9183,1796,69,240,0.0,Urban,Y
LN07957,Female,Yes,1,6291,12042,81,240,1.0,Rural,N
LN07958,Female,No,0,12372,6950,606,180,0.0,Urban,N
LN07959,Female,Yes,3+,12577,6450,679,240,1.0,Semiurban,Y
LN07960,Male,Yes,2,19612,6711,655,240,1.0,Rural,Y
LN07961,Female,No,3+,12572,5004,258,240,0.0,Urban,N
LN07962,Male,Yes,3+,17332,1654,683,360,0.0,Semiurban,N
LN07963,Female,Yes,3+,5787,6563,511,240,0.0,Rural,N
LN07964,Male,Yes,0,20331,13743,694,240,1.0,Rural,Y
LN07965,Female,No,2,3989,2571,617,360,0.0,Semiurban,Y
LN07966,Male,Yes,0,23835,1307,215,240,1.0,Rural,Y
LN07967,Male,No,0,6633,2534,74,360,0.0,Semiurban,Y
LN07968,Male,No,3+,15756,3667,458,360,1.0,Urban,Y
LN07969,Female,No,1,10095,6093,197,240,1.0,Semiurban,N
LN07970,Female,No,2,17544,1831,298,180,0.0,Semiurban,N
LN07971,Female,Yes,2,19571,2556,219,360,1.0,Rural,N
LN07972,Female,No,2,15725,14218,325,180,1.0,Semiurban,Y
LN07973,Male,Yes,1,14473,7957,268,360,0.0,Urban,N
LN07974,Female,No,3+,10628,11084,331,180,0.0,Urban,N
LN07975,Female,No,0,7394,5565,661,360,0.0,Semiurban,N
LN07976,Male,No,2,24772,9688,232,120,1.0,Rural,Y
LN07977,Male,Yes,0,10978,6095,106,360,0.0,Semiurban,Y
LN07978,Female,Yes,0,23210,12458,567,180,0.0,Urban,Y
LN07979,Male,No,2,15120,12375,442,180,1.0,Semiurban,Y
LN07980,Female,Yes,2,6862,2746,421,240,0.0,Semiurban,N
LN07981,Male,Yes,1,20640,2438,187,180,0.0,Rural,N
LN07982,Female,No,2,5357,5668,109,360,0.0,Urban,N
LN07983,Male,Yes,2,20918,5142,197,120,1.0,Rural,Y
LN07984,Male,Yes,1,2731,10927,67,240,1.0,Semiurban,N
LN07985,Female,Yes,1,6912,1698,343,360,0.0,Semiurban,N
LN07986,Male,No,0,9498,7275,575,360,0.0,Urban,N
LN07987,Female,No,2,4506,1620,296,180,0.0,Rural,Y
LN07988,Female,No,2,24776,11099,481,240,0.0,Rural,Y
LN07989,Male,No,1,3228,1649,167,120,0.0,Semiurban,N
LN07990,Female,No,3+,20323,6079,688,120,0.0,Urban,Y
LN07991,Female,Yes,2,13509,10315,496,180,1.0,Urban,N
LN07992,Male,No,2,23350,14189,179,180,1.0,Urban,N
LN07993,Male,Yes,2,6422,2481,411,360,0.0,Rural,Y
LN07994,Female,No,2,16209,12925,202,360,0.0,Semiurban,N
LN07995,Male,No,0,21902,4999,570,360,1.0,Urban,N
LN07996,Female,Yes,2,2671,13386,212,120,0.0,Rural,N
LN07997,Female,No,0,8093,3136,463,360,0.0,Semiurban,Y
LN07998,Female,Yes,3+,19749,11945,439,360,0.0,Rural,N
LN07999,Male,No,2,6083,10277,181,120,1.0,Urban,Y
LN08000,Male,Yes,3+,16742,13074,550,360,1.0,Semiurban,N
LN08001,Female,Yes,3+,6234,1459,310,180,0.0,Rural,Y
LN08002,Female,No,3+,6513,1928,296,240,0.0,Rural,Y
LN08003,Female,No,2,5679,8254,324,180,1.0,Urban,N
LN08004,Male,No,2,2107,2851,635,360,0.0,Semiurban,N
LN08005,Male,Yes,2,15941,503,567,120,1.0,Semiurban,N
LN08006,Male,Yes,2,14716,9416,334,180,0.0,Rural,N
LN08007,Male,Yes,2,14363,2828,178,360,0.0,Rural,N
LN08008,Female,No,2,23725,4368,336,240,1.0,Urban,N
LN08009,Female,No,0,18388,6667,418,180,1.0,Urban,N
LN08010,Female,Yes,0,22844,14060,267,360,1.0,Urban,N
LN08011,Male,Yes,3+,1887,9933,181,120,1.0,Rural,Y
LN08012,Male,No,0,10631,11366,498,180,1.0,Semiurban,N
LN08013,Female,Yes,1,4091,11482,699,180,0.0,Semiurban,Y
LN08014,Female,No,3+,10125,4297,366,180,1.0,Rural,Y
LN08015,Male,No,2,11650,12093,176,360,1.0,Urban,Y
LN08016,Female,No,1,18293,11510,73,120,0.0,Urban,Y
LN08017,Female,Yes,3+,2779,7760,399,240,0.0,Semiurban,Y
LN08018,Male,Yes,0,2118,2916,539,120,0.0,Semiurban,Y
LN08019,Female,No,3+,19636,6479,615,180,0.0,Rural,N
LN08020,Female,No,1,13108,6079,353,180,1.0,Semiurban,Y
LN08021,Male,No,0,15751,5509,134,120,1.0,Semiurban,Y
LN08022,Male,Yes,3+,22716,10536,321,120,0.0,Urban,Y
LN08023,Male,No,3+,6861,3605,480,240,0.0,Semiurban,Y
LN08024,Male,Yes,3+,23398,2567,395,120,1.0,Urban,Y
LN08025,Female,Yes,0,8061,12522,497,240,1.0,Rural,Y
LN08026,Female,Yes,1,10124,11374,451,120,0.0,Urban,N
LN08027,Female,No,1,7887,4419,231,240,1.0,Rural,N
LN08028,Female,No,0,21022,10274,538,120,1.0,Semiurban,Y
LN08029,Female,No,2,12497,10952,311,360,1.0,Urban,N
LN08030,Male,No,3+,22196,13576,181,360,0.0,Urban,N
LN08031,Male,No,2,11409,9673,622,240,1.0,Rural,Y
LN08032,Female,Yes,0,6148,13023,667,360,0.0,Rural,N
LN08033,Female,No,2,12786,1643,153,240,1.0,Semiurban,N
LN08034,Female,No,3+,24531,14963,243,120,0.0,Semiurban,Y
LN08035,Female,Yes,2,13131,8675,149,240,0.0,Urban,Y
LN08036,Male,No,0,21661,8390,396,180,1.0,Rural,N
LN08037,Female,No,2,4154,10188,532,180,1.0,Rural,N
LN08038,Male,No,1,7857,14252,538,240,1.0,Semiurban,N
LN08039,Male,Yes,1,23211,4662,637,180,0.0,Semiurban,Y
LN08040,Male,Yes,0,24241,9348,263,360,1.0,Semiurban,N
LN08041,Male,Yes,1,17906,536,313,120,1.0,Rural,N
LN08042,Male,No,2,2033,584,242,360,0.0,Urban,Y
LN08043,Female,No,0,21815,6127,449,360,0.0,Rural,N
LN08044,Female,Yes,3+,16701,5339,287,120,0.0,Urban,Y
LN08045,Female,Yes,1,4265,9349,567,240,1.0,Semiurban,N
LN08046,Male,Yes,3+,14479,2708,508,360,1.0,Semiurban,N
LN08047,Male,No,0,20157,3130,548,240,0.0,Urban,N
LN08048,Male,Yes,1,2620,8883,372,240,1.0,Urban,N
LN08049,Female,Yes,2,14763,6811,204,240,0.0,Rural,Y
LN08050,Female,Yes,1,11605,6839,659,240,1.0,Semiurban,N
LN08051,Female,Yes,2,9188,14124,218,120,0.0,Semiurban,Y
LN08052,Male,Yes,3+,12930,2407,662,120,1.0,Semiurban,Y
LN08053,Female,No,0,1855,9322,642,240,1.0,Urban,N
LN08054,Male,Yes,3+,24813,14651,258,120,1.0,Semiurban,N
LN08055,Female,Yes,1,13529,7881,314,120,1.0,Rural,N
LN08056,Male,Yes,2,16799,7397,489,240,0.0,Rural,N
LN08057,Female,Yes,2,19101,9404,407,240,1.0,Urban,N
LN08058,Male,No,2,19657,10536,270,360,0.0,Urban,Y
LN08059,Female,Yes,3+,14530,14435,664,240,0.0,Semiurban,Y
LN08060,Male,No,0,9809,2275,557,120,0.0,Semiurban,N
LN08061,Female,No,0,17516,4216,626,240,0.0,Semiurban,Y
LN08062,Male,Yes,1,11801,9159,360,180,0.0,Rural,N
LN08063,Male,No,2,7117,3388,239,180,0.0,Urban,N
LN08064,Male,No,1,12006,9411,552,120,1.0,Urban,N
LN08065,Male,Yes,2,24598,8602,272,180,1.0,Urban,Y
LN08066,Male,No,1,6265,13765,289,360,0.0,Rural,Y
LN08067,Female,Yes,3+,3741,14868,177,240,0.0,Semiurban,N
LN08068,Female,Yes,0,7998,5359,108,240,0.0,Rural,N
LN08069,Male,No,2,7334,13818,525,360,0.0,Urban,N
LN08070,Female,Yes,0,22187,8856,693,360,0.0,Urban,Y
LN08071,Female,No,3+,4980,13084,509,120,0.0,Urban,N
LN08072,Female,No,3+,24438,5821,584,360,0.0,Rural,N
LN08073,Male,Yes,0,9592,9493,155,360,0.0,Rural,Y
LN08074,Male,No,2,23046,13766,377,120,0.0,Rural,N
LN08075,Male,No,0,22472,10536,91,240,1.0,Urban,N
LN08076,Female,No,1,16999,3982,493,120,1.0,Semiurban,N
LN08077,Female,Yes,0,19931,2488,237,360,0.0,Semiurban,N
LN08078,Female,Yes,2,22925,9802,525,180,0.0,Rural,Y
LN08079,Female,No,1,6896,12318,240,120,0.0,Urban,Y
LN08080,Female,No,1,7310,11919,155,180,1.0,Rural,N
LN08081,Female,Yes,2,15068,13445,615,180,0.0,Urban,Y
LN08082,Male,Yes,3+,3356,3621,695,180,0.0,Rural,N
LN08083,Male,No,0,2344,8266,218,120,1.0,Semiurban,N
LN08084,Male,No,0,22380,7279,338,240,0.0,Urban,Y
LN08085,Male,No,1,13822,7743,303,180,1.0,Semiurban,N
LN08086,Female,No,3+,22171,14571,446,180,0.0,Rural,N
LN08087,Male,No,0,5301,1447,418,120,0.0,Rural,Y
LN08088,Female,No,2,17143,13195,417,240,1.0,Urban,N
LN08089,Female,No,1,13130,7504,117,240,0.0,Urban,N
LN08090,Male,No,1,7604,12625,622,180,0.0,Urban,N
LN08091,Female,Yes,2,2107,1618,392,360,0.0,Rural,Y
LN08092,Male,No,1,20424,13704,454,360,0.0,Semiurban,Y
LN08093,Female,Yes,2,15193,6359,320,360,0.0,Urban,N
LN08094,Male,Yes,3+,23409,12913,564,180,0.0,Semiurban,Y
LN08095,Female,Yes,0,1801,3999,178,120,1.0,Semiurban,N
LN08096,Male,Yes,0,21101,10291,313,360,0.0,Semiurban,N
LN08097,Male,Yes,2,23358,2617,520,180,1.0,Rural,N
LN08098,Female,Yes,2,10827,3798,381,360,0.0,Rural,Y
LN08099,Male,Yes,1,11002,4857,380,120,1.0,Rural,N
LN08100,Male,No,0,14994,4985,342,120,0.0,Rural,Y
LN08101,Male,No,1,3597,1385,100,120,0.0,Semiurban,N
LN08102,Male,No,1,3166,7486,656,120,0.0,Urban,Y
LN08103,Female,Yes,0,16686,9324,495,120,1.0,Semiurban,Y
LN08104,Male,Yes,0,16190,2736,219,120,0.0,Rural,N
LN08105,Female,No,2,15071,6621,267,360,1.0,Urban,Y
LN08106,Male,No,1,12330,11730,614,180,1.0,Rural,N
LN08107,Female,No,2,22568,12508,61,360,1.0,Semiurban,Y
LN08108,Male,Yes,1,22832,9647,151,120,1.0,Urban,N
LN08109,Male,No,3+,16603,1337,665,240,0.0,Semiurban,Y
LN08110,Female,No,3+,1541,10099,298,360,0.0,Urban,Y
LN08111,Male,No,0,20287,5296,227,240,1.0,Semiurban,Y
LN08112,Male,Yes,0,8580,1322,274,240,1.0,Rural,N
LN08113,Female,No,3+,6863,2405,118,180,1.0,Semiurban,N
LN08114,Male,Yes,1,10420,2535,244,360,1.0,Rural,Y
LN08115,Female,Yes,0,5597,12800,585,180,1.0,Urban,N
LN08116,Male,Yes,0,15480,754,542,240,1.0,Urban,N
LN08117,Female,Yes,3+,13127,14026,390,360,1.0,Urban,Y
LN08118,Male,No,1,20048,3948,585,120,0.0,Rural,N
LN08119,Female,Yes,1,14844,7542,325,240,1.0,Semiurban,Y
LN08120,Male,Yes,2,20339,6063,102,180,0.0,Rural,Y
LN08121,Male,Yes,1,24131,11144,227,120,1.0,Rural,Y
LN08122,Female,Yes,3+,17309,14727,641,240,0.0,Rural,N
LN08123,Female,No,1,1692,9485,688,240,0.0,Urban,Y
LN08124,Male,Yes,0,21561,6196,162,180,0.0,Semiurban,Y
LN08125,Female,No,1,5702,3412,687,240,0.0,Urban,N
LN08126,Female,No,0,19892,9754,575,240,1.0,Urban,Y
LN08127,Male,No,1,21266,12838,161,240,0.0,Rural,Y
LN08128,Female,No,1,5115,9517,306,240,0.0,Rural,N
LN08129,Female,No,1,16256,14928,699,120,0.0,Urban,N
LN08130,Female,No,2,14757,2547,428,120,0.0,Semiurban,N
LN08131,Male,Yes,1,24886,10702,147,240,0.0,Urban,Y
LN08132,Male,Yes,1,6386,11286,313,120,1.0,Semiurban,N
LN08133,Male,Yes,1,12409,1467,422,360,1.0,Semiurban,Y
LN08134,Female,No,1,21537,10425,160,240,0.0,Semiurban,Y
LN08135,Female,Yes,1,7336,13436,612,240,1.0,Rural,N
LN08136,Female,Yes,3+,21757,7239,483,120,0.0,Semiurban,N
LN08137,Female,Yes,3+,7559,8546,274,240,1.0,Rural,N
LN08138,Male,No,0,2720,6769,127,360,0.0,Urban,N
LN08139,Female,Yes,0,11179,1382,333,120,0.0,Semiurban,Y
LN08140,Female,No,0,3961,2245,51,240,0.0,Rural,Y
LN08141,Male,Yes,0,10739,4974,659,360,0.0,Semiurban,N
LN08142,Female,No,3+,8213,10159,366,180,0.0,Urban,Y
LN08143,Male,No,2,18155,12,452,360,1.0,Urban,N
LN08144,Female,No,0,23942,14903,671,240,0.0,Rural,N
LN08145,Male,No,2,4266,11259,682,240,1.0,Urban,Y
LN08146,Male,Yes,0,16086,6697,323,120,1.0,Rural,Y
LN08147,Male,No,3+,7421,11523,77,120,0.0,Rural,Y
LN08148,Male,No,2,17693,3417,700,180,0.0,Rural,N
LN08149,Female,No,2,6437,9084,671,360,1.0,Urban,Y
LN08150,Female,Yes,2,11410,3913,493,240,0.0,Urban,Y
LN08151,Female,Yes,3+,24765,9195,674,360,1.0,Rural,N
LN08152,Male,Yes,1,9543,10552,661,120,1.0,Urban,Y
LN08153,Female,Yes,1,17545,7065,198,180,0.0,Semiurban,N
LN08154,Male,Yes,2,8858,1207,697,360,0.0,Urban,Y
LN08155,Female,Yes,3+,18165,12881,406,240,1.0,Rural,N
LN08156,Female,No,1,16010,9823,652,180,1.0,Rural,N
LN08157,Male,No,2,8325,491,263,240,1.0,Rural,Y
LN08158,Male,Yes,3+,10885,9097,608,180,0.0,Semiurban,N
LN08159,Female,No,1,9242,13366,318,180,0.0,Urban,N
LN08160,Male,No,0,14659,6796,454,180,1.0,Rural,Y
LN08161,Male,Yes,3+,17587,13577,542,180,1.0,Rural,N
LN08162,Male,Yes,1,12723,2675,328,180,0.0,Semiurban,Y
LN08163,Male,No,3+,24808,5431,135,360,1.0,Rural,N
LN08164,Male,Yes,3+,24296,13304,142,120,1.0,Rural,N
LN08165,Female,No,3+,6245,14824,471,120,0.0,Semiurban,N
LN08166,Female,Yes,1,6032,239,336,240,0.0,Semiurban,N
LN08167,Male,No,1,21743,7100,430,120,1.0,Urban,Y
LN08168,Male,Yes,3+,20290,7019,262,120,1.0,Semiurban,Y
LN08169,Male,No,3+,6053,4740,607,240,1.0,Semiurban,N
LN08170,Male,No,3+,9979,5840,571,240,0.0,Rural,Y
LN08171,Female,No,0,16330,6616,208,240,0.0,Semiurban,Y
LN08172,Female,Yes,3+,16954,13368,401,240,0.0,Semiurban,Y
LN08173,Male,Yes,3+,19710,10794,668,360,0.0,Urban,Y
LN08174,Male,Yes,1,24473,8852,605,360,1.0,Semiurban,Y
LN08175,Female,No,2,2317,9818,158,360,1.0,Rural,Y
LN08176,Male,Yes,1,20217,9274,616,240,0.0,Semiurban,Y
LN08177,Female,No,2,15117,13975,528,240,1.0,Urban,Y
LN08178,Female,No,3+,11616,11295,177,360,1.0,Rural,Y
LN08179,Male,No,2,9078,13260,397,360,0.0,Urban,N
LN08180,Female,No,1,5037,1083,385,360,0.0,Rural,N
LN08181,Female,Yes,2,17551,6378,232,360,1.0,Urban,N
LN08182,Female,Yes,2,8787,5030,593,360,1.0,Semiurban,Y
LN08183,Male,No,2,10015,8782,194,180,1.0,Semiurban,N
LN08184,Female,No,2,23079,11286,297,240,1.0,Semiurban,Y
LN08185,Female,No,3+,10713,3591,358,240,0.0,Rural,Y
LN08186,Female,No,3+,8480,13928,640,120,0.0,Urban,N
LN08187,Male,No,1,9820,6383,525,240,0.0,Urban,Y
LN08188,Male,No,2,18044,8177,649,180,0.0,Semiurban,N
LN08189,Female,Yes,1,1961,6904,415,180,1.0,Semiurban,N
LN08190,Female,No,3+,14505,2780,409,240,0.0,Semiurban,N
LN08191,Female,No,2,23058,2503,324,120,1.0,Semiurban,N
LN08192,Female,No,3+,15513,5893,473,360,0.0,Rural,N
LN08193,Female,No,0,18117,9827,398,180,0.0,Rural,N
LN08194,Female,Yes,2,21373,370,562,120,1.0,Rural,Y
LN08195,Male,No,2,24038,2923,593,240,0.0,Urban,N
LN08196,Female,Yes,0,4541,9673,401,120,0.0,Rural,Y
LN08197,Male,No,0,15658,198,152,360,1.0,Semiurban,N
LN08198,Female,No,1,19238,1803,482,360,1.0,Urban,N
LN08199,Female,Yes,2,6220,4330,181,180,1.0,Semiurban,Y
LN08200,Female,No,3+,19017,13951,561,360,0.0,Semiurban,Y
LN08201,Female,No,1,14526,1120,361,120,1.0,Semiurban,Y
LN08202,Male,Yes,0,23854,12988,423,360,0.0,Rural,Y
LN08203,Female,Yes,2,5838,13882,678,120,1.0,Urban,Y
LN08204,Male,No,1,4413,13614,601,360,0.0,Rural,N
LN08205,Female,Yes,0,14680,10022,283,360,1.0,Urban,Y
LN08206,Female,No,3+,22640,4143,600,240,1.0,Rural,N
LN08207,Male,No,0,11437,10231,592,120,0.0,Rural,N
LN08208,Male,No,3+,13168,14624,536,120,0.0,Semiurban,Y
LN08209,Male,Yes,1,18321,7166,224,120,0.0,Urban,Y
LN08210,Female,Yes,0,11632,10361,207,360,1.0,Semiurban,N
LN08211,Male,Yes,2,7322,4805,82,120,1.0,Semiurban,Y
LN08212,Male,No,3+,20831,13537,444,180,1.0,Rural,Y
LN08213,Female,Yes,2,20252,6773,649,120,1.0,Rural,Y
LN08214,Male,Yes,1,2196,10502,564,360,0.0,Urban,Y
LN08215,Male,No,2,22036,12573,272,120,1.0,Urban,Y
LN08216,Male,Yes,1,21180,13680,286,240,1.0,Semiurban,Y
LN08217,Male,Yes,3+,11092,12128,428,180,1.0,Semiurban,N
LN08218,Female,Yes,1,3518,1210,634,120,0.0,Urban,Y
LN08219,Female,No,1,23578,8938,173,180,0.0,Rural,Y
LN08220,Female,No,0,5919,5736,523,120,0.0,Rural,N
LN08221,Female,Yes,1,5174,5214,677,180,0.0,Semiurban,Y
LN08222,Male,No,3+,18486,5232,273,360,0.0,Urban,Y
LN08223,Male,Yes,3+,13346,8882,445,240,0.0,Rural,N
LN08224,Male,Yes,3+,21525,5825,253,240,0.0,Rural,N
LN08225,Female,Yes,3+,14690,5759,109,180,1.0,Urban,N
LN08226,Female,Yes,2,5964,12560,453,360,0.0,Semiurban,N
LN08227,Female,No,2,13146,8779,623,180,0.0,Urban,N
LN08228,Male,No,3+,16902,4638,369,240,0.0,Urban,Y
LN08229,Female,Yes,2,19882,9345,66,360,1.0,Rural,Y
LN08230,Male,Yes,3+,13387,3868,594,240,1.0,Rural,Y
LN08231,Female,Yes,0,11794,5661,474,360,1.0,Rural,N
LN08232,Female,No,3+,2976,9630,485,120,1.0,Semiurban,Y
LN08233,Female,No,1,4870,12682,376,360,0.0,Semiurban,N
LN08234,Male,No,0,9358,12926,425,180,1.0,Semiurban,N
LN08235,Male,Yes,1,21627,11410,358,360,1.0,Rural,Y
LN08236,Male,Yes,3+,18846,3413,316,180,0.0,Rural,Y
LN08237,Female,No,3+,13317,12878,209,240,0.0,Rural,Y
LN08238,Male,No,2,6515,10580,225,360,1.0,Rural,N
LN08239,Female,Yes,2,21660,7844,129,120,0.0,Semiurban,N
LN08240,Male,Yes,2,21899,5098,552,180,1.0,Semiurban,Y
LN08241,Male,No,1,24701,8029,87,360,1.0,Rural,N
LN08242,Female,No,0,5897,10993,660,180,1.0,Rural,N
LN08243,Female,Yes,0,16305,6447,510,360,1.0,Urban,N
LN08244,Male,No,2,3971,1371,612,120,0.0,Urban,Y
LN08245,Male,No,2,21175,236,436,240,0.0,Rural,N
LN08246,Female,No,0,12982,3924,233,180,1.0,Semiurban,Y
LN08247,Female,No,2,13954,5958,180,240,0.0,Urban,Y
LN08248,Male,Yes,1,6930,2137,359,360,0.0,Rural,Y
LN08249,Female,No,3+,16146,13948,67,180,1.0,Semiurban,Y
LN08250,Male,Yes,1,9052,3727,64,360,0.0,Urban,Y
LN08251,Male,Yes,3+,7074,7545,60,120,0.0,Rural,Y
LN08252,Male,Yes,1,22632,3069,145,180,1.0,Urban,Y
LN08253,Male,Yes,2,17912,12301,126,180,1.0,Urban,N
LN08254,Female,Yes,1,23443,9684,252,180,1.0,Rural,N
LN08255,Male,No,2,21363,10839,88,360,1.0,Semiurban,Y
LN08256,Female,No,3+,5887,10196,67,120,0.0,Rural,Y
LN08257,Male,No,2,13243,13293,436,180,1.0,Semiurban,Y
LN08258,Female,No,1,4260,3813,232,240,0.0,Urban,Y
LN08259,Female,No,2,15551,6429,77,240,0.0,Rural,Y
LN08260,Female,No,3+,20464,6281,192,360,1.0,Semiurban,Y
LN08261,Male,No,1,16281,9679,519,240,0.0,Urban,Y
LN08262,Female,No,1,14764,9698,542,180,1.0,Semiurban,N
LN08263,Female,No,3+,23950,11681,490,360,1.0,Rural,Y
LN08264,Female,No,0,12559,9407,535,120,1.0,Urban,Y
LN08265,Male,Yes,1,17452,6358,170,240,0.0,Urban,Y
LN08266,Female,No,0,12303,14040,500,360,1.0,Urban,N
LN08267,Female,No,2,1637,6388,458,360,1.0,Urban,Y
LN08268,Male,No,3+,21538,5865,216,180,0.0,Semiurban,N
LN08269,Male,No,1,22792,9419,264,120,1.0,Urban,Y
LN08270,Female,Yes,0,13348,7458,445,180,0.0,Semiurban,Y
LN08271,Female,No,1,8683,11705,319,180,0.0,Rural,N
LN08272,Female,Yes,3+,16264,11199,610,240,1.0,Urban,Y
LN08273,Female,Yes,2,14659,9707,414,360,0.0,Semiurban,N
LN08274,Female,No,1,12173,6722,126,120,0.0,Urban,N
LN08275,Female,Yes,2,4358,152,469,240,0.0,Rural,N
LN08276,Male,No,0,4506,4340,365,180,1.0,Urban,Y
LN08277,Female,No,0,19296,7609,608,240,1.0,Semiurban,Y
LN08278,Male,Yes,0,19737,2178,425,180,1.0,Semiurban,N
LN08279,Female,Yes,3+,13856,4966,608,360,1.0,Semiurban,Y
LN08280,Male,No,3+,22174,3356,562,360,0.0,Rural,N
LN08281,Male,Yes,1,19674,10445,445,240,0.0,Urban,Y
LN08282,Male,No,0,9948,13322,325,240,1.0,Urban,Y
LN08283,Female,No,1,14245,8995,60,360,1.0,Semiurban,N
LN08284,Male,Yes,1,1701,6896,484,240,1.0,Semiurban,Y
LN08285,Female,No,2,9620,1656,379,360,0.0,Semiurban,N
LN08286,Male,Yes,0,10276,11862,146,180,1.0,Urban,Y
